the,0.018146259691276104
and,0.007501571558287351
see,0.00620241670741077
one,0.005294405252497031
love,0.004987078298526228
day,0.004665781937556751
to,0.0043863937975832925
life,0.004051128029615143
old,0.003911433959628414
soul,0.0037717398896416846
shall,0.0036739540406509744
yet,0.0036599846336523014
man,0.0036599846336523014
thee,0.0036460152266536284
long,0.0036320458196549554
come,0.0035063211566668997
earth,0.003436474121673535
night,0.0033526576796814975
thi,0.0031570859817000767
sea,0.003115177760704058
land,0.0030732695397080395
thou,0.0029196060627226374
face,0.0028776978417266188
time,0.0028637284347279458
hand,0.0028497590277292728
know,0.0028357896207306
death,0.002807850806733254
woman,0.002807850806733254
men,0.002779911992735908
you,0.002682126143745198
song,0.002682126143745198
sing,0.0025284626667597962
everi,0.0025284626667597962
great,0.0024167074107704126
go,0.0024167074107704126
for,0.0023468603757770485
well,0.0023468603757770485
ever,0.0023328909687783755
look,0.0023189215617797024
a,0.0023049521547810294
citi,0.002249074526786338
in,0.002249074526786338
but,0.0022211357127889923
world,0.0022071663057903193
good,0.0021931968987916463
upon,0.0021792274917929733
word,0.0021792274917929733
give,0.0021373192707969547
bodi,0.002095411049800936
like,0.002095411049800936
hear,0.002095411049800936
year,0.002053502828804917
ship,0.002053502828804917
mani,0.0020255640148075715
what,0.001983655793811553
of,0.00196968638681288
all,0.001955716979814207
with,0.001941747572815534
never,0.0018579311308234965
war,0.0018579311308234965
eye,0.0018579311308234965
joy,0.0018579311308234965
last,0.001788084095830132
child,0.0017741146888314591
state,0.0017741146888314591
it,0.0017741146888314591
thing,0.0017741146888314591
light,0.0017601452818327861
voic,0.0017322064678354403
sun,0.0017322064678354403
far,0.0017182370608367675
pas,0.0017042676538380945
thought,0.0017042676538380945
stand,0.0017042676538380945
make,0.0016902982468394217
rest,0.0016763288398407487
work,0.0016763288398407487
beauti,0.001662359432842076
mother,0.001662359432842076
young,0.001648390025843403
air,0.0016204512118460572
not,0.0016204512118460572
hous,0.0016204512118460572
walk,0.0016064818048473842
think,0.0015506041768526926
arm,0.0015506041768526926
dead,0.0015366347698540198
u,0.0015226653628553468
my,0.0015226653628553468
new,0.001508695955856674
or,0.001508695955856674
water,0.001480757141859328
noth,0.0014667877348606552
sound,0.0014667877348606552
they,0.0014528183278619822
from,0.0014528183278619822
nor,0.0014388489208633094
we,0.0014248795138646364
take,0.0014248795138646364
star,0.0014248795138646364
return,0.0014248795138646364
wait,0.0014109101068659636
part,0.0014109101068659636
live,0.0013829712928686178
may,0.0013829712928686178
back,0.0013829712928686178
sail,0.0013690018858699448
head,0.0013690018858699448
shore,0.0013690018858699448
rise,0.001355032478871272
close,0.001341063071872599
chant,0.001341063071872599
how,0.0013270936648739262
shape,0.0013270936648739262
littl,0.0013131242578752532
side,0.0013131242578752532
hold,0.0013131242578752532
other,0.0013131242578752532
call,0.0012991548508765802
would,0.0012991548508765802
place,0.0012991548508765802
saw,0.0012851854438779074
toward,0.0012851854438779074
field,0.0012851854438779074
forth,0.0012712160368792344
poem,0.0012712160368792344
white,0.0012712160368792344
silent,0.0012572466298805616
age,0.0012572466298805616
full,0.0012432772228818886
person,0.0012432772228818886
heart,0.0012432772228818886
friend,0.0012432772228818886
strong,0.0012432772228818886
past,0.0012293078158832158
perfect,0.0012293078158832158
form,0.0012293078158832158
alon,0.0012293078158832158
wind,0.0012153384088845428
let,0.0012153384088845428
god,0.0012153384088845428
wood,0.00120136900188587
sweet,0.001187399594887197
tree,0.0011734301878885242
that,0.0011734301878885242
much,0.0011734301878885242
away,0.0011734301878885242
fall,0.0011734301878885242
around,0.0011594607808898512
sleep,0.0011594607808898512
turn,0.0011594607808898512
wave,0.0011454913738911782
dark,0.0011315219668925054
where,0.0011315219668925054
natur,0.0011175525598938324
high,0.0011035831528951596
america,0.0010896137458964866
fill,0.0010896137458964866
book,0.0010896137458964866
say,0.0010756443388978138
now,0.0010756443388978138
foot,0.0010756443388978138
mine,0.0010616749318991408
two,0.0010616749318991408
till,0.001047705524900468
still,0.001047705524900468
river,0.001033736117901795
show,0.001033736117901795
peac,0.0010197667109031223
sky,0.0010197667109031223
leaf,0.0010197667109031223
these,0.0010057973039044492
alway,0.0010057973039044492
breath,0.0009918278969057765
this,0.0009918278969057765
race,0.0009918278969057765
appear,0.0009918278969057765
dream,0.0009918278969057765
even,0.0009918278969057765
blood,0.0009918278969057765
present,0.0009918278969057765
he,0.0009778584899071035
divin,0.0009778584899071035
open,0.0009638890829084306
without,0.0009638890829084306
leav,0.0009499196759097577
bird,0.0009359502689110848
soldier,0.0009359502689110848
march,0.0009359502689110848
must,0.0009359502689110848
crowd,0.0009219808619124119
also,0.0009219808619124119
law,0.0009080114549137389
name,0.0009080114549137389
here,0.0008800726409163931
way,0.0008800726409163931
clear,0.0008800726409163931
round,0.0008800726409163931
someth,0.0008800726409163931
can,0.0008661032339177202
lover,0.0008661032339177202
when,0.0008661032339177202
who,0.0008661032339177202
first,0.0008521338269190473
best,0.0008381644199203744
son,0.0008381644199203744
mean,0.0008381644199203744
space,0.0008381644199203744
north,0.0008381644199203744
street,0.0008381644199203744
red,0.0008381644199203744
no,0.0008381644199203744
follow,0.0008381644199203744
vast,0.0008241950129217015
near,0.0008241950129217015
hour,0.0008241950129217015
breast,0.0008241950129217015
south,0.0008241950129217015
along,0.0008102256059230286
west,0.0008102256059230286
pass,0.0008102256059230286
behold,0.0008102256059230286
comrad,0.0008102256059230286
lie,0.0008102256059230286
faith,0.0008102256059230286
heard,0.0007962561989243557
touch,0.0007962561989243557
dear,0.0007962561989243557
